#,Bioeconomy Ventures URL,Name,Website URL,"Logo (Please save them as png file with ""#dataset_L"")",Facebook,Twitter,Linkedin,About my Start-up,"Why your idea is a “winner""?:",What is your current or intended business/revenue model?:,Do you have any Patent or IP registered (related to the solution that you are looking for an investment)?:,Has your technology already been implemented in any field/sector?:,Which market and customer need(s)/problem(s) is (are) your products(s)/service(s) going to solve?:,Company,Date of establishment/to be established,MRL,Requested Investment range (€),Languages,"Attachments (Please save them as pdf file with ""#dataset_P"")",TRL,Location:,Category,TM1 - First name,TM1 - Last name,TM1 - Position,TM1 - Linkedin,TM2 - First name,TM2 - Last name,TM2 - Position,TM2 - Linkedin,TM3 - First name,TM3 - Last name,TM3 - Position,TM3 - Linkedin,Youtube video URL
122,https://platform.bioeconomyventures.eu/resume/coer-gpcncl4bp-katowice-gornoslasko-zaglebiowska-metropolia-wojewodztwo-slaskie-polska/,COER,,122_L,,,https://www.linkedin.com/company/71461761/admin/,"COER is a fully automated, intelligent and independent rainwater collection and storage system in open spaces. Coer also extracts water from the condensation of water vapor. Coer makes it possible to obtain potable water straight from the tank.","1. Because water scarcity is a global problem.
2. Because the implementation is secured by an experienced, international group of designers.
3. Because the implementation is also supported by a large scientific institution on an international scale, namely the Łukasiewicz Institute.
4. Because we implement a diversified business model, adapted to the capabilities of the target recipient.
5. Because the system will give you water, mainly for drinking, that you can resell.","Direct sales, partnership sales, long-term rental, leasing.","It is planned to file a patent application, trademark, utility model.",We are currently preparing a 1: 1 prototype.,Water deficit as a raw material and source of life.,COER,1-Mar-21,1 - Basic manufacturing implications identified,101.000 to 250.000,"English, German",122_P,TRL 3 – experimental proof of concept,"Katowice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska",Biotech,Tom,Thomas,Constructor,https://www.linkedin.com/company/71461761/admin/,Łukasz,Szlęk,constructor,https://www.linkedin.com/company/71461761/admin/,Artur,Kozłowski,constructor,https://www.linkedin.com/company/71461761/admin/,https://www.youtube.com/embed/tslGm7KfEfU?feature=oembed
123,https://platform.bioeconomyventures.eu/resume/plinius-gdnf5t8bef-aalter-gent-east-flanders-flanders-9880-belgium/,PLINIUS LABS,,123_L,,,https://www.linkedin.com/company/plinius-labs/,"Plinius Labs develops and markets high-quality natural components for the food, personal care and materials market from biomass, which is all too often used as fuel source or for low value-added applications. We have more than 40 years of expertise in innovative green solutions. We continuously invest in R&amp;D, eco-chemical know-how and advanced laboratory equipment. Thanks to our knowledge at the interface of plant materials and chemistry, we are able to upgrade side streams in various segments to full-fledged ingredients and materials for pharmaceuticals, cosmetics, food and materials.",The markets – food as wel as personal care and materials – are ready and eager for natural ingredients within a viable circular economy. We are able to supply high value components through combining various technologies (over different market segments).,"Raw material waste streams remain poorly valued. However, the overall worldwide balance pushes natural resources to become increasingly valuable. From an abundant and high-quality biomass feedstock, we strive to replace petrochemical components with natural ingredients through our in-house developed reactive extraction process.",Plinius Labs developed a pretreatment method for a reactive extraction process allowing the production of natural flavours within the strict regulatory prescriptions. There are patents pending.,"Out of 3 main projects in Plinius Labs Ingredients, we are most advanced (TRL.5) in the scaling-up of a natural ingredient for the food market from a stable biomass feedstock in joint development and potentially production and co-branding with a large multinational company.","We offer our ‘green’ chemical expertise to companies that currently use fine chemicals and are eager to switch to green alternatives. Independently, we research and develop our own natural and bio-based components for health &amp; personal care, food and beverages as well as other consumer ingredients. This is how we try to make our contribution to a 'natural' and circular economy. At Plinius labs we aim to improve consumer products through natural product chemistry. Together, we aim for a more sustainable world.",PLINIUS LABS,16-Jun-21,2 - Manufacturing concepts identified,251.000 to 500.000,English,,TRL 5 – technology validated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Aalter, Gent, East Flanders, Flanders, 9880, Belgium","Plastics, Materials, Textiles, Food, Feed, Flavours, Fragrances, Cosmetics, Personal Care",,,,,,,,,,,,,
124,https://platform.bioeconomyventures.eu/resume/this-wdlibewsys-novaucd-stillorgan-road-clonskeagh-belfield-ed-blackrock-dun-laoghaire-rathdown-county-dublin-leinster-d04-v2p1-ireland/,THIS IS SEAWEED LTD.,,124_L,,https://twitter.com/ThisIsSeaweed,https://www.linkedin.com/company/this-is-seaweed/,"This is Seaweed was founded by Marine Biologist Paul O’Connor and is headquartered at the NovaUCD Innovation and Research Campus in Dublin, Ireland. The company champions the circular economy of plant-based derivatives and products. With the rapid growth in the healthy-eating and plant-based food sectors driving demand for functional food ingredients; This is Seaweed aims to position itself as the go-to producer of sustainable seaweed extracts that future-thinking companies will demand.","This is Seaweed champions the circular economy of plant-based derivatives and products; with an aim to position itself as the go-to producer of sustainable seaweed extracts that future-thinking companies will demand. The global demand for protein is increasing and is expected to escalate further in the coming decades - mostly due to population growth, which must be matched by increased food production. We are developing new technologies for the industrial extraction of proteins from seaweed as we believe that certain species of seaweed have an amino acid profile that can be utilised to great effect by the leading food ingredients companies..","The revenue model is a function of the quality of the intellectual property generated by the development program. To the extent that the development programme results in a defensible, patentable process, the company proposes to exploit this through out-licensing to larger companies in the relevant sectors.",Patent pending.,We will perform our first technology demonstration in a relevant environment in early June 2022.,"The global nutraceuticals market is projected to reach €642 billion by 2027, growing at a compound rate more than 8%. The plant-based protein section of that market was valued at €18.5 billion in 2019 and is projected to reach €40 billion by 2025. The major food ingredient companies are all committed to producing healthier foods. Unilever has publicly communicated a focus on five fortifiers: iodine, iron, zinc, Vitamin A and Vitamin D – all available from marine algae. It is also reported that 40% of global food companies have dedicated product development teams to develop and sell plant-based alternatives to meat and dairy.",THIS IS SEAWEED LTD.,14-Sep-15,6 - Capability to produce a prototype system or subsystem in a production relevant environment,251.000 to 500.000,English,124_P,TRL 6 – technology demonstrated in relevant environment (industrially relevant environment in the case of key enabling technologies),"NovaUCD, Stillorgan Road, Clonskeagh-Belfield ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, D04 V2P1, Ireland",Biotech,,,,,,,,,,,,,
125,https://platform.bioeconomyventures.eu/resume/octarine-b3r70luc-copenhagen-capital-region-of-denmark-1357-denmark/,OCTARINE BIO APS,,125_L,,,https://www.linkedin.com/company/octarinebio/?viewAsMember=true,"Octarine is a synthetic biology company based in Copenhagen, Denmark developing functionally superior cannabinoid and psychedelic tryptamine derivatives with tailored mode of action to improve the health and well-being of people worldwide. Many neurological and psychological conditions are poorly served by current drugs, leaving physicians, patients and their families desperately seeking alternative therapies, sometimes illegally. Cannabinoids and psychedelics are poised to offer breakthrough therapies for these debilitating conditions, but to realize the full potential of these molecules, issues with their production and undesirable properties must first be solved. Octarine is perfecting a biological approach to producing improved &amp; novel cannabinoid and psychedelic molecules with tailored modes-of-action. Our proprietary technology combines synthetic biology, yeast fermentation and enzymatic derivatization to develop IP protected drug candidates that are validated in pre-clinical screening.","The world is ready for a new treatment paradigm, there is now a wealth of robust clinical data showing that cannabinoids and psychedelics are significantly more effective than current first line treatments in a range of disease indications.
Octarine bio is at the forefront of technological innovation with strong IP position and validated technology platforms. The core of Octarine and the major source of competitive advantage is the founding team. Founders have a demonstrated track record successfully bringing bio-based production to market (e.g. yeast fermentation-based production of Resveratrol and Vanillin). Founders and research team have first author publications in world leading scientific journals e.g., Nature, Science, Natural Product Reports, Metabolic engineering. Octarine will continue to pursue two flagship programs in parallel focusing cannabinoids and psychedelics capturing the opportunities from well-established cannabinoids market and of the ongoing psychedelic renaissance. Octarine will be a very attractive company and we see great potential for multiple exit strategies—either through acquisition, further VC investment, or an eventual IPO.","We aim for a business-to-business model where we partner with an established industrial players in each segment. Octarine would generate, screen and validate improved cannabinoid and psilocybin molecules to identify a lead molecules while the partner would take the molecule through approval process and all the way to the market. The revenue model would be based on upfront payment (exclusivity option fee), R&amp;D millstone payments to Octarine upon successful milestone achievements, and royalty payments to Octarine upon successful sales of products by the partner.
Having multiple potential products in the portfolio with few shared risk factors creates diversification and allows us to abandon certain projects should they prove to be unviable. In the short-term this means having focus on novel cannabinoids (CBD-glycosides) and tryptamine psychedelics (psilocybin derivatives).","Three international patent application families (2 of them at national phase, one at PCT stage) - Two of them owns by Octarine and one is licensed from DTU (Technical University of Denmark)",Yeast fermentation is known technology to produce high value molecules in multiple industries.,"There are two key problems:
1) Limited access to a reliable and cost-effective supply: Today, these molecules are predominantly supplied via extraction from their native host, an expensive and resource intensive process due to the fact that these molecules are typically produced in minute quantities in their native host. Additionally, their complex molecular structure and stereospecificity makes alternative methods of production like chemical synthesis prohibitively difficult and expensive.
2) Undesirable Properties of molecules: While these molecules have potent therapeutic effect, issues such as poor pharmacokinetics, undesirable side-effects, and limited formulation options are currently hindering their application in the market. Cannabinoids for example are completely insoluble in water, have an extremely low oral bioavailability (less than 5%), and rapidly degrade even under ambient conditions.
Octarine's Solution:
Cost-effective, sustainable biosynthetic-Yeast based manufacturing manufacturing processes that are highly scalable and modular
Access to unique &amp; improved best-in-class molecules through enzymatic derivatization platforms. Novel and improved IP protected derivatives that are more stable, more bioavailable and more soluble
New 700 m2 facility in Copenhagen with State-of-the- art equipment staffed by experts in synthetic biology, biochemistry and drug discovery",OCTARINE BIO APS,30-Oct-18,5 - Capability to produce prototype components in a production relevant environment.,1.000.000 to 2.500.000,English,125_P,TRL 5 – technology validated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Copenhagen, Capital Region of Denmark, 1357, Denmark",Biotech,Nick,Milne,"CSO, founder",https://www.linkedin.com/in/nick-milne-3a9a6380/,Emmanuel,Petiot,CBO,https://www.linkedin.com/in/emmanuel-petiot-82085b/,Jan,Viladsen,CFO,https://www.linkedin.com/in/janvilladsen/,
126,https://platform.bioeconomyventures.eu/resume/onliwood-amivnx6gy-radom-poland/,ONLIWOOD,,126_L,,,https://www.linkedin.com/company/onliwood-sp-z-o-o/,"Our goal is to create a portal for timber trading – Onliwood, where timber will be sold in the auction system. The portal will enable the sale of roundwood by wholesalers and retailers. We plan to develop the portal by adding the option of selling processed, post-consumer and energy wood.
Currently, the project is being carried out with the funds of the company’s founders. The launch of Onliwood is scheduled for August 2022.
The investor’s financial resources will be allocated to the expansion of the portal with new functionalities and expansion to selected European countries","We are a team of experienced professionals of different backgrounds [Forester, Wood Expert, Programist].
To date we:
established our company,
first sales offers are arranged,
the portal is in the final stage of construction (MVP).
Planned start of the Onliwood in the third quarter of 2022.","Timber purchase transactions will be registered in the portal.
A fee (margin) will be charged on the purchase amount.
It is planned to sign contracts with important suppliers - Forest Experimental Stations, National Parks, municipal forests, local governments, and associations of private forest owners.",We are working with an IP expert to secure our know-how.,The wood raw material is auctioned by the State Forests in Poland. Wood processing companies are familiar with this procedure. Our solution develops this concept by allowing you to add criteria other than price.,"We notice the following issues that we solve through our portal: too little wood on the market, difficult and expensive sale and purchase of wood raw material outside the State Forests, expensive sales brokerage, low prices obtained by owners and managers of wood raw material, insufficient transparency of wood sales.
Trade-in part of the wood raw material from private forests is in the gray area - the lack of tools and incentives to change this situation causes reluctance to legally harvest timber and its certification
Changes are coming in the timber market due to the EU climate policy and the war in Ukraine.",ONLIWOOD,14-Jul-21,8 - Pilot line capability demonstrated. Ready to begin low-rate production,251.000 to 500.000,English,126_P,TRL 7 – system prototype demonstration in operational environment,"Radom, Poland","Forestry, Pulp, Paper",Zbigniew,Karaszewski,CEO,https://www.linkedin.com/in/zbigniew-karaszewski-00396a6a/,,,,,,,,,
127,https://platform.bioeconomyventures.eu/resume/dac-jvnlow1hj-elblag-warmian-masurian-voivodeship-82-300-poland/,DAC (DYNAMICAIRCOOLING),,127_L,,,https://www.linkedin.com/company/dynamicaircooling/?viewAsMember=true,"DAC is developing a novel ecological refrigeration unit for industrial and residential air cooling. Our solution decrease air temperature by -90°C, without synthetic coolants, requires 30% less electricity to operate compared to state-of- the-art coolers. At scale, it will be up to 30% more economical (CAPEX and OPEX) compared to traditional AC and refrigeration technology.
DAC can replace existing technology in all types of cooling systems by recuperating part of the thermal energy of the air through a novel application of gas-dynamic processes. Our cold generator provides an effective and ecological cooling solution for food storage, transportation, or AC. Globally, our technology can reduce CO2 emissions from AC and refrigeration by 50-100%.","•	DAC can replace existing technology in all types of cooling systems. DAC provides a unique hardware reaching -90 ° C temperature decrease in 30 seconds (versatility of application).
•	Existing coolers relies on chemicals, which sooner or later has to be replaced. DAC does not use toxic chemical coolants, reduces CO2 emissions by 50%, requires 30% less electricity (futureproof, safer, and clean technology).
•	DAC is cheaper and easier to operate (economic benefits – up to 30% lower OPEX and CAPEX).","DAC REVENUE STREAMS
1) B2B Direct sales of refrigeration equipment: The main source of revenues in 2022-2024. The price  will vary according to the cooling capacity of the unit: e.g. € 10,000 for a unit with a cooling capacity of 10 kW.
2) Licensing: Licensing will be a key scaling factor in the long run. This will allow access to new markets through already existing local and regional producers. Licenses are based on kW of cooling capacity and number of units (control over separate markets and future technology development).
DAC PRODUCTION AND SALES (from 2023 onwards)
At the scaling stage, we plan to outsource most of the production. We will select manufacturers based on the technical requirements developed within this project. We will also hire service providers to install and operate the refrigeration units.
For the HVAC market segment, we arrange contracts with distributors of refrigeration equipment, among others facility management. For the segment of refrigerated containers, we cooperate with transport companies and OEM manufacturers of containers and industrial refrigeration, reaching potential end recipients through the already existing sales and distribution channels.
In the mid-term horizon, we plan to start licensing our technology to other air conditioning/refrigeration manufacturers, which will potentially allow us to scale to over 100,000 units through one partner.","DAC has several national patents and PCT patent application. Several more patents are in preparation.
DAC technology is fully based on our own proprietary R&amp;D – We do not need to transfer the technology/know-how from research organisations. We hold the complete freedom to operate.",DAC is in the process of testing and finishing R&amp;D stage. First products will be commercially available by end of 2022/beginning of 2023.,"The global cooling market is huge – half a trillion EUR today and is growing by 12% annually.
Several trends are still driving the market:
– growth of the food and medical sector,
– growing demand for air conditioners, especially in Asia and Africa,
– global warming, which affects even the so far colder countries.
Important for the further shaping of the market are a number of regulations, such as the Montreal Protocol, which requires that by 2035 the level of use of HFC-based cooling devices should be reduced by 85%. In Europe alone, this is the case for 96 million AC units. This is a great opportunity for Dynamic Air Cooling.
Today we focus on 2 customer groups:
• logistic operators using refrigerated containers, and
• users of central air conditioning systems.",DAC (DYNAMICAIRCOOLING),17-Aug-19,5 - Capability to produce prototype components in a production relevant environment.,501.000 to 1.000.000,English,127_P,TRL 6 – technology demonstrated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Elbląg, Warmian-Masurian Voivodeship, 82-300, Poland",Foodtech,,,,,,,,,,,,,https://www.youtube.com/embed/8CtrcdjmbDE?feature=oembed
128,https://platform.bioeconomyventures.eu/resume/oscillum-yc6ih0uf-elche-el-bajo-vinalopo-alicante-comunidad-valenciana-espana/,OSCILLUM,,128_L,https://www.facebook.com/oscillumBIO,,https://www.linkedin.com/company/oscillumb,"Oscillum is a startup with 100% Spanish capital founded on 06/07/2019 in Elche, Alicante by 3 biotechnologists from the Miguel Hernández University.","Oscillum is a foodtech with a unique and innovative tech that has a huge potential to improve the food value chain in terms of sustainability, food safety and competitiveness. Our labels reduce costs, improve decision making, improve consumer experience, improve circular economy, reduce food waste, and improve food safety by allowing to communicate with food through color changes. We are a winner because we have a great change to make a huge impact in the ecosystem involving all the stakeholders.","Oscillum's business model consists of a B2B, access to customers is done through a short and direct channel. This is a conventional sales model in which we provide our technology directly to our customers (producers, packaging companies and retailer). Oscillum's technology is affordable, an average of €0.07/label, so industrial customers do not incur additional costs and improve their profitability.","Yes, we count with an IP strategy and we have applied for the patent of our meat and fish technology in Spain and we will be expanding it towards other countries based in our geographical expansion.","Oscillum has managed to develop a fully functional product for meat and fish thanks to the potential of the technical team and its know-how, and we have already started adapting the technology for fruits. In addition, Oscillum has a solid intellectual property strategy with which it will protect its technology through families and subfamilies of patents at an international level based on the markets of interest.","Oscillum is operating in a very profitable market: the smart packaging. It has an annual growth rate of 14% and it is estimated to reach a size of around 38 billion dollars in 2028. Smart packaging has a wide number of applications, but food is the major contributor of this market with around 50% of the applications of this technologies. The smart packaging market has a higher growth in North America, Europe and Asia, where there is few competitors, and the market is not yet consolidated.",OSCILLUM,7-Jun-19,2 - Manufacturing concepts identified,251.000 to 500.000,"English, Español",128_P,TRL 6 – technology demonstrated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Elche, El Bajo Vinalopó, Alicante, Comunidad Valenciana, España","Foodtech, Waste valorisation, Agtech, Biotech",Pablo,Domínguez,Founder and CEO,https://www.linkedin.com/in/pablososadominguez,Pilar,García,Founder and CTO,https://www.linkedin.com/in/pilargranado,Luis,Moral,Founder and CMO,https://www.oscillum.com/in/luischimenomoral,
129,https://platform.bioeconomyventures.eu/resume/insekt-zsphty4d-bilbao-vizcaya-pais-vasco-espana/,INSEKT LABEL BIOTECH,,129_L,,,,Development of healthy and sustainable food ingredients for human consumption based on insects,.,B2B of food ingredients,No,Yes,Alternative proteins,INSEKT LABEL BIOTECH,3-Apr-19,8 - Pilot line capability demonstrated. Ready to begin low-rate production,1.000.000 to 2.500.000,"English, Español",,TRL 5 – technology validated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Bilbao, Vizcaya, País Vasco, España","Food, Feed, Flavours, Foodtech, Agriculture, Biotech",,,,,,,,,,,,,https://www.youtube.com/embed/H0EoEKQvl0w?start=5&feature=oembed
130,https://platform.bioeconomyventures.eu/resume/novelyeast-hj13k7-oud-heverlee-blanden-belgium-registered-office-and-leuven-heverlee-belgium-lab-facilities/,NOVELYEAST,,130_L,,,https://www.linkedin.com/in/johan-thevelein-aab60a10/?originalSubdomain=be,"NovelYeast bv is a Belgian start-up company from the research group of Prof. Johan Thevelein at VIB/KU Leuven. It aims to exploit its extensive knowledge and technical know-how with yeast research and the many industrial applications of yeast for the development and commercial implementation of superior industrial yeast strains for the production of biofuels, bio-based chemicals, specialty sugars, single cell protein, alcoholic beverages, nutraceuticals, proteins and other applications, as well as engaging in R&amp;D service for the utilization of yeast as a tool in industrial biotechnology, as well as for medical and agroindustrial applications. A first major focus of the company is the development of second-generation yeast with active secretion of cellulolytic enzymes for the production of ethanol, isobutanol, 2,3-butanediol, lactic acid and other bio-based chemicals with lignocellulosic biomass. NovelYeast also develops the associated on site saccharification and simultaneous saccharification and fermentation processes. A second major focus is the development of industrial yeast strains of different species for the production of low-calorie sugar sweeteners from cheap substrates. A third major focus is the development of superior probiotic Saccharomyces boulardii yeast strains. A fourth major focus is the production of proteins with the yeast Pichia pastoris. NovelYeast has a portfolio of granted patents and patent applications, including a patent application on the Warbicin® compounds, a novel family of anti-cancer compounds isolated with yeast and acting on the Warbicin effect in cancer cells.","The most important hurdle for the development of an economically viable bio-based industry that uses cellulosic waste streams for the production of biofuels and bio-based chemicals is the prohibitive cost of the commercial enzyme cocktails for the saccharification process of the lignocellulose. Our yeast strains and associated on site enzyme production process address this problem efficiently. Our probiotic yeast strains have proprietary genetic modifications that significantly enhance their probiotic potency and make them truly unique and highly attractive for treatment of intestinal diseases. Our novel yeast strains for the production of low-calorie sweetener sugars make use of highly innovative metabolic engineering strategies which enable unique and much cheaper production methodologies than currently exist. Our Warbicin® compounds are totally unique and act directly on the Warburg effect in cancer cells, which is a very extensively validated drug target.","Execution of client-initiated research projects provides R&amp;D income in the short term and licensing income in the long term on the results and intellectual property generated. The licensing income will be used to carry out research projects in-house, of which the results and IP will again be licensed for additional income. We have multiple and very diverse R&amp;D lines all based on yeast.","NovelYeast has three granted patents (in several jurisdictions worldwide), two patent applications and two trademarks.","Yes, in pilot scale.","1.	Production of biofuels and bio-based compounds with lignocellulosic biomass: improvement of economic viability.
2.	Production of low-calorie sugars with cheap substrates for diabetic and obese patients, and lifestyle.
3.	Production of commercial Saccharomyces boulardii strains with improved probiotic potency for animal feed and human application for treatment of different intestinal diseases.
4.	Production of meat-replacing plant proteins for the vegetarian market.
5.	Production of novel drugs for treatment of cancer.",NOVELYEAST,11-Aug-19,4 - Capability to produce the technology in a laboratory environment,501.000 to 1.000.000,English,130_P,"TRL 5 – technology validated in relevant environment (industrially relevant environment in the case of key enabling technologies)
TRL 3 – experimental proof of concept
TRL 4 – technology validated in lab","Oud-Heverlee (Blanden), Belgium (Registered Office) and Leuven-Heverlee, Belgium (Lab facilities)","Bioenergy & Biofuels, Biotech, Food, Feed, Flavours, Platform and specialty Chemicals, Waste valorisation",,,,,,,,,,,,,https://www.youtube.com/embed/NpdW6eUXrj0?feature=oembed
131,https://platform.bioeconomyventures.eu/resume/plant-iks2sg6-madrid-area-metropolitana-de-madrid-y-corredor-del-henares-comunidad-de-madrid-espana/,PLANT ON DEMAND,,131_L,https://www.facebook.com/plantondemand/,,https://www.linkedin.com/company/plant-on-demand/,"Plant on Demand is an all-in-one management platform with e-commerce tools, payment management, invoices, picking, logistics and traceability that allows independent producers to sell online and gain efficiency, and groups of producers to sell together, with technology to create marketplaces and food hubs with ease.
Its mission is to bring the most advanced technology to the world of agroecology and local production, thus accelerating the transition to more sustainable and ethical production and consumption models.","The transition towards a local and sustainable production is becoming more urgent every day. The population is increasingly aware of the harmful effects on health and the planet of conventional agriculture, with its chemical fertilizers, pesticides, plastics and intercontinental logistics. It is urgent to provide digital tools to local producers so that they can digitize and produce efficiently, work as a unified and organized network and that consumers can easily purchase local products. Plant on Demand works towards that goal. On the one hand, we combine the most advanced technology, thanks to our experts in Cloud computing, Big Data and AI within the team, together with the vocation to do good to society and the planet with our activity, thus returning autonomy and power to local producers and consumers. We are a company made up of young founders, who have risked everything - their savings, their careers, their great positions in very successful companies - to follow a dream, an idea, in which we fervently believe. But we are also humble and believe that if we want to go far and have a positive and tangible impact, we better be accompanied by experts in the field and gain visibility so that the technology can be implemented in those who need it most","SaaS model, with montly suscriptions. We have two business lines:",Not aplicable,"Yes. Farmers and food hubs from all over Spain are using our technology. We currently have 62 paying users, with an MRR of 5.000€","Local producers and producers’ groups (cooperatives/food hubs) currently use WhatsApp, excel spreadsheets or generic e-commerce tools and disconnected ERP systems to manage their food production processes, and as a result have the following challenges;",PLANT ON DEMAND,4-Mar-21,10 - Full rate production demonstrated and lean production practices in place,501.000 to 1.000.000,"English, Español",131_P,TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space),"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, España",Agtech,Alejandro,Wonenburger,COO &amp; Sales manager,https://www.linkedin.com/in/alejandro-wonenburger/,Sergi,Roca,Back-end dev,https://www.linkedin.com/in/sergi-roca-puertas-09242a88/,Ulises,Vidal,Data Scientist,https://www.linkedin.com/in/ulisesvidal/,https://www.youtube.com/embed/lguocdhWefs?feature=oembed
132,https://platform.bioeconomyventures.eu/resume/ods-jaftovsmqf-vigo-pontevedra-galicia-espana/,ODS PROTEIN,,132_L,,https://twitter.com/OdsProtein,https://www.linkedin.com/company/odsprotein,"ODS Protein produces fermented proteins of high nutritional value, upcycling waste streams from food industries as raw materials, with a formulation and textures suitable for incorporation as an ingredient in different food products. “ODS Protein” proteins stands out from other proteins on the market due to its main features: complete protein: its composition presents all the essential amino acids, fermented protein: the fermentors can be placed worldwide, the process is easily scalable and the production is controlled with exactitude, upcycling production: fungus nutrient solution includes food-waste from the food industry and reduces the carbon print significantly and it is a vegan protein.","We work on the development of the products of the future, the proteins that in the coming years the most relevant companies will introduce in their products and sell on a large scale. Fermentation is the technique that will carry it out in the most appropriate way and will play a fundamental role.","Our business model will be based on the sale of products in large quantities to companies for the design of alternatives to traditional food, in which we will also be able to collaborate. We are currently financed by investments and pilot and collaboration projects.","No. We currently work under trade secret while we are developing our own processes in the areas of fermentation and purification, which we will patent in the future.","Fermentation is used in the food industry for the production of foods such as beer, but we carry out precision fermentation applied to biomass production, which is also similar to that carried out in the pharmaceutical industry. We seek the yields of the food industry with the control of the pharmaceutical industry.","Our product is designed for food companies that seek new protein sources to incorporate into their formulations. Our products are developed for companies that are looking for quality alternatives that are less expensive, that are not affected in production by external factors and that reduce the use of natural resources in their production.",ODS PROTEIN,14-Apr-21,6 - Capability to produce a prototype system or subsystem in a production relevant environment,251.000 to 500.000,"English, Português, Español",,TRL 4 – technology validated in lab,"Vigo, Pontevedra, Galicia, España",Foodtech,Iria,Campo,CEO &amp; Cofounder,https://www.linkedin.com/in/iriavarelacampo,Martín,Álvarez,CTO &amp; Cofounder,https://www.linkedin.com/in/martinrodriguezal,,,,,
